date,entry_time,direction,model,grade,score,entry,sl,tp,current_sl,risk_pts,breakeven_moved,bars_held,qty,exit_price,reason,pts,pnl,exit_time
2026-06-11,09:20,SELL,Judas Swing Model,A+,91,23114.9,23152.98,23038.74,23152.98,38.07999999999811,False,5,50,23152.98,SL,-38.07999999999811,-1904.0,09:45
2026-06-11,14:45,BUY,Turtle Soup Model (PDL),A+,92,23191.7,23161.81,23251.48,23161.81,29.889999999999418,False,3,50,23161.81,SL,-29.889999999999418,-1494.5,15:00
2026-06-12,09:30,BUY,Judas Swing Model,A+,86,23407.95,23379.47,23464.91,23379.47,28.479999999999563,False,2,50,23379.47,SL,-28.479999999999563,-1424.0,09:40
2026-06-12,10:05,SELL,Silver Bullet Model,A,80,23347.55,23430.39,23181.87,23430.39,82.84000000000015,False,42,50,23430.39,SL,-82.84000000000015,-4142.0,13:35
2026-06-15,09:30,BUY,Judas Swing Model,A+,86,23946.7,23920.82,23998.46,23946.7,25.88000000000102,True,5,50,23946.7,BREAKEVEN,0.0,0.0,09:55
2026-06-16,09:35,SELL,Judas Swing Model,A+,86,23934.4,23958.55,23886.1,23934.4,24.149999999997817,True,9,50,23934.4,BREAKEVEN,0.0,0.0,10:20
2026-06-18,09:45,SELL,Judas Swing Model,A+,86,24126.7,24140.02,24100.06,24126.7,13.319999999999709,True,5,50,24126.7,BREAKEVEN,0.0,0.0,10:10
2026-06-18,14:05,SELL,Turtle Soup Model (PDH),A,84,24096.05,24114.29,24059.57,24096.05,18.2400000000016,True,6,50,24096.05,BREAKEVEN,0.0,0.0,14:35
2026-06-19,09:30,BUY,Judas Swing Model,A+,91,23950.05,23933.89,23982.37,23950.05,16.159999999999854,True,2,50,23975.2,NEAR_TP,25.150000000001455,1257.5,09:40
2026-06-22,09:20,SELL,Judas Swing Model,A,83,24136.85,24146.93,24116.69,24136.85,10.080000000001746,True,2,50,24136.85,BREAKEVEN,0.0,0.0,09:30
2026-06-23,14:40,BUY,Turtle Soup Model (PWL),A+,92,23927.25,23893.97,23993.81,23893.97,33.279999999998836,False,4,50,23893.97,SL,-33.279999999998836,-1664.0,15:00
2026-06-24,09:20,SELL,Judas Swing Model,A+,86,23863.25,23879.92,23829.91,23879.92,16.669999999998254,False,1,50,23879.92,SL,-16.669999999998254,-833.5,09:25
2026-06-24,10:05,BUY,Turtle Soup Model (PWL),A+,87,23909.15,23880.46,23966.53,23909.15,28.69000000000233,True,4,50,23966.53,TP,57.37999999999738,2869.0,10:25
2026-06-25,09:25,SELL,Judas Swing Model,A+,86,24147.15,24173.97,24093.51,24173.97,26.81999999999971,False,5,50,24173.97,SL,-26.81999999999971,-1341.0,09:50
2026-06-25,14:45,SELL,Turtle Soup Model (PDH),A+,92,24071.85,24099.04,24017.47,24099.04,27.19000000000233,False,1,50,24099.04,SL,-27.19000000000233,-1359.5,14:50
2026-06-29,09:35,BUY,Judas Swing Model,A,83,24060.1,24000.48,24179.34,24060.1,59.61999999999898,True,15,50,24060.1,BREAKEVEN,0.0,0.0,10:50
2026-06-30,13:55,BUY,Turtle Soup Model (PDL),A+,92,23929.4,23913.61,23960.98,23913.61,15.790000000000873,False,1,50,23913.61,SL,-15.790000000000873,-789.5,14:00
2026-06-30,14:45,SELL,Unicorn Model,A,81,23940.75,23988.87,23844.51,23988.87,48.11999999999898,False,3,50,23844.51,TP,96.2400000000016,4812.0,15:00
2026-07-01,09:30,SELL,Judas Swing Model,A+,86,23919.55,23941.09,23876.47,23941.09,21.540000000000873,False,1,50,23941.09,SL,-21.540000000000873,-1077.0,09:35
2026-07-01,14:10,SELL,Turtle Soup Model (PDH),A+,92,24035.3,24046.68,24012.54,24035.3,11.380000000001019,True,5,50,24012.54,TP,22.7599999999984,1138.0,14:35
2026-07-02,10:30,BUY,Silver Bullet Model,A,77,24094.25,23982.47,24317.81,23982.47,111.77999999999884,False,57,50,24156.0,SQUAREOFF,61.75,3087.5,15:15
2026-07-06,09:20,SELL,Judas Swing Model,A+,88,24344.25,24363.13,24306.49,24363.13,18.88000000000102,False,2,50,24363.13,SL,-18.88000000000102,-944.0,09:30
2026-07-06,09:35,SELL,Turtle Soup Model (PDH),A+,92,24372.3,24382.8,24351.3,24382.8,10.5,False,2,50,24382.8,SL,-10.5,-525.0,09:45
2026-07-07,09:20,SELL,Turtle Soup Model (PDH),A+,87,24458.05,24477.83,24418.49,24458.05,19.780000000002474,True,2,50,24458.05,BREAKEVEN,0.0,0.0,09:30
2026-07-08,09:20,SELL,Judas Swing Model,A,81,24246.0,24299.39,24139.22,24299.39,53.38999999999942,False,22,50,24299.39,SL,-53.38999999999942,-2669.5,11:10
2026-07-10,09:30,SELL,Judas Swing Model,A,76,24186.0,24193.85,24170.3,24193.85,7.849999999998545,False,1,50,24193.85,SL,-7.849999999998545,-392.5,09:35
2026-07-13,09:55,BUY,Turtle Soup Model (PDL),A+,87,24121.2,24100.56,24162.48,24100.56,20.639999999999418,False,2,50,24100.56,SL,-20.639999999999418,-1032.0,10:05
2026-07-13,15:00,SELL,Turtle Soup Model (PDH),A+,87,24227.4,24236.18,24209.84,24227.4,8.779999999998836,True,2,50,24209.84,TP,17.56000000000131,878.0,15:10
2026-07-14,09:35,SELL,Judas Swing Model,A,81,24104.9,24161.35,23992.0,24104.9,56.44999999999709,True,11,50,24104.9,BREAKEVEN,0.0,0.0,10:30
2026-07-15,13:45,BUY,2022 Model,A,84,24067.85,24023.96,24155.63,24023.96,43.88999999999942,False,18,50,24079.1,SQUAREOFF,11.25,562.5,15:15
2026-07-16,09:25,BUY,Turtle Soup Model (PWL),A+,87,24127.5,24114.88,24152.74,24114.88,12.619999999998981,False,1,50,24114.88,SL,-12.619999999998981,-631.0,09:30
2026-07-16,09:40,BUY,Judas Swing Model,A,76,24140.85,24093.14,24236.27,24093.14,47.70999999999913,False,46,50,24093.14,SL,-47.70999999999913,-2385.5,13:30
2026-07-17,09:20,SELL,Judas Swing Model,A+,86,24191.9,24200.02,24175.66,24200.02,8.119999999998981,False,1,50,24200.02,SL,-8.119999999998981,-406.0,09:25
2026-07-22,14:15,BUY,Unicorn Model,A+,88,23984.3,23966.04,24020.82,23984.3,18.2599999999984,True,11,50,24020.82,TP,36.52000000000044,1826.0,15:10
2026-07-23,09:40,SELL,Judas Swing Model,A,76,23907.75,23955.62,23812.01,23955.62,47.86999999999898,False,4,50,23955.62,SL,-47.86999999999898,-2393.5,10:00
2026-07-24,09:20,SELL,Judas Swing Model,A+,86,23731.4,23769.0,23656.2,23731.4,37.599999999998545,True,4,50,23656.2,TP,75.20000000000073,3760.0,09:40
2026-07-24,14:00,BUY,Turtle Soup Model (PDL),A+,87,23817.15,23785.45,23880.55,23785.45,31.700000000000728,False,4,50,23785.45,SL,-31.700000000000728,-1585.0,14:20
2026-07-28,13:55,SELL,Turtle Soup Model (PDH),A+,87,24001.9,24013.88,23977.94,24001.9,11.979999999999563,True,7,50,23977.94,TP,23.960000000002765,1198.0,14:30
2026-07-30,09:30,SELL,Turtle Soup Model (PDH),A+,87,24274.4,24289.98,24243.24,24274.4,15.579999999998108,True,2,50,24255.85,NEAR_TP,18.55000000000291,927.5,09:40
2026-07-30,09:35,SELL,Judas Swing Model,A,76,24258.55,24290.05,24195.55,24258.55,31.5,True,13,50,24258.55,BREAKEVEN,0.0,0.0,10:40
2026-07-31,09:40,BUY,Judas Swing Model,A,76,24349.3,24295.61,24456.68,24349.3,53.68999999999869,True,67,50,24377.9,SQUAREOFF,28.600000000002183,1430.0,15:15
2026-08-04,09:30,BUY,Judas Swing Model,A,76,24590.65,24584.27,24603.41,24584.27,6.380000000001019,False,1,50,24603.41,TP,12.7599999999984,638.0,09:35
2026-08-05,09:25,BUY,Judas Swing Model,A+,86,24621.4,24606.99,24650.22,24606.99,14.409999999999854,False,1,50,24606.99,SL,-14.409999999999854,-720.5,09:30
2026-08-05,10:15,BUY,Silver Bullet Model,A,80,24610.8,24452.4,24927.6,24452.4,158.39999999999782,False,60,50,24570.2,SQUAREOFF,-40.599999999998545,-2030.0,15:15
2026-08-06,09:20,SELL,Judas Swing Model,A+,86,24637.5,24651.43,24609.64,24637.5,13.930000000000291,True,3,50,24637.5,BREAKEVEN,0.0,0.0,09:35
2026-08-07,09:25,SELL,Judas Swing Model,A,81,24601.6,24623.23,24558.34,24623.23,21.63000000000102,False,5,50,24623.23,SL,-21.63000000000102,-1081.5,09:50
2026-08-10,09:20,SELL,Judas Swing Model,A+,91,24590.35,24623.66,24523.73,24590.35,33.31000000000131,True,3,50,24523.73,TP,66.61999999999898,3331.0,09:35
2026-08-10,09:35,BUY,Turtle Soup Model (PDL),A+,87,24528.05,24508.03,24568.09,24528.05,20.020000000000437,True,8,50,24568.09,TP,40.04000000000087,2002.0,10:15
2026-08-10,14:05,SELL,2022 Model,A,84,24597.85,24616.48,24560.59,24597.85,18.63000000000102,True,7,50,24572.5,NEAR_TP,25.349999999998545,1267.5,14:40
2026-08-11,09:20,BUY,Turtle Soup Model (PWL),A+,87,24500.15,24489.66,24521.13,24489.66,10.4900000000016,False,1,50,24489.66,SL,-10.4900000000016,-524.5,09:25
2026-08-13,09:25,BUY,Judas Swing Model,A+,86,24339.15,24322.29,24372.87,24322.29,16.860000000000582,False,1,50,24322.29,SL,-16.860000000000582,-843.0,09:30
2026-08-14,09:30,BUY,Judas Swing Model,A,81,24325.75,24301.06,24375.13,24325.75,24.68999999999869,True,12,50,24325.75,BREAKEVEN,0.0,0.0,10:30
2026-08-14,15:00,BUY,2022 Model,A,78,24375.45,24331.76,24462.83,24331.76,43.69000000000233,False,3,50,24354.85,SQUAREOFF,-20.600000000002183,-1030.0,15:15
2026-08-17,09:20,BUY,Turtle Soup Model (PDL),A+,87,24303.1,24290.91,24327.48,24290.91,12.18999999999869,False,2,50,24290.91,SL,-12.18999999999869,-609.5,09:30
2026-08-17,09:30,BUY,Judas Swing Model,A,83,24287.1,24278.39,24304.52,24287.1,8.709999999999127,True,1,50,24293.15,NEAR_TP,6.05000000000291,302.5,09:35
2026-08-18,09:25,SELL,Judas Swing Model,A+,86,24245.1,24272.63,24190.04,24245.1,27.530000000002474,True,16,50,24204.75,NEAR_TP,40.349999999998545,2017.5,10:45
2026-08-20,09:25,BUY,Judas Swing Model,A,76,24190.8,24181.12,24210.16,24190.8,9.680000000000291,True,2,50,24201.35,NEAR_TP,10.549999999999272,527.5,09:35
2026-08-21,09:40,BUY,Judas Swing Model,A,76,24243.85,24204.3,24322.95,24204.3,39.54999999999927,False,67,50,24234.75,SQUAREOFF,-9.099999999998545,-455.0,15:15
2026-08-24,09:35,SELL,Turtle Soup Model (PDH),A+,92,24283.1,24290.64,24268.02,24283.1,7.540000000000873,True,2,50,24283.1,BREAKEVEN,0.0,0.0,09:45
2026-08-24,09:45,SELL,Turtle Soup Model (PWH),A+,89,24281.35,24287.13,24269.79,24281.35,5.780000000002474,True,2,50,24281.35,BREAKEVEN,0.0,0.0,09:55
2026-08-25,09:20,SELL,Judas Swing Model,A+,86,24175.05,24201.07,24123.01,24175.05,26.020000000000437,True,8,50,24143.9,NEAR_TP,31.149999999997817,1557.5,10:00
2026-08-25,14:00,BUY,Turtle Soup Model (PDL),A+,92,24156.95,24136.78,24197.29,24156.95,20.17000000000189,True,6,50,24197.29,TP,40.340000000000146,2017.0,14:30
2026-08-26,09:25,SELL,Judas Swing Model,A+,86,24351.15,24366.68,24320.09,24366.68,15.529999999998836,False,3,50,24366.68,SL,-15.529999999998836,-776.5,09:40
2026-08-26,13:50,SELL,2022 Model,A,84,24264.65,24274.04,24245.87,24274.04,9.389999999999418,False,4,50,24274.04,SL,-9.389999999999418,-469.5,14:10
2026-08-27,09:30,BUY,Turtle Soup Model (PDL),A+,87,24210.85,24185.36,24261.83,24185.36,25.489999999997963,False,6,50,24185.36,SL,-25.489999999997963,-1274.5,10:00
2026-08-27,14:50,SELL,2022 Model,A,78,24149.55,24165.7,24117.25,24149.55,16.150000000001455,True,5,50,24133.05,SQUAREOFF,16.5,825.0,15:15
2026-08-28,09:20,BUY,Judas Swing Model,A,83,24129.55,24103.79,24181.07,24129.55,25.7599999999984,True,11,50,24181.07,TP,51.52000000000044,2576.0,10:15
2026-08-31,09:25,BUY,Judas Swing Model,A,76,24043.05,24032.64,24063.87,24032.64,10.409999999999854,False,1,50,24063.87,TP,20.81999999999971,1041.0,09:30
2026-09-01,09:40,BUY,Judas Swing Model,A,76,24028.35,24021.94,24041.17,24021.94,6.4099999999998545,False,1,50,24021.94,SL,-6.4099999999998545,-320.5,09:45
2026-09-01,13:55,BUY,Turtle Soup Model (PDL),A+,87,24000.15,23985.43,24029.59,23985.43,14.720000000001164,False,1,50,23985.43,SL,-14.720000000001164,-736.0,14:00
2026-09-02,09:25,BUY,Judas Swing Model,A,76,23821.7,23781.26,23902.58,23821.7,40.44000000000233,True,13,50,23881.1,NEAR_TP,59.39999999999782,2970.0,10:30
2026-09-03,09:25,BUY,Judas Swing Model,A,76,23982.2,23951.83,24042.94,23982.2,30.36999999999898,True,13,50,23982.2,BREAKEVEN,0.0,0.0,10:30
2026-09-03,14:05,SELL,Turtle Soup Model (PDH),A+,87,23912.45,23920.51,23896.33,23912.45,8.059999999997672,True,3,50,23912.45,BREAKEVEN,0.0,0.0,14:20
2026-09-04,09:25,BUY,Judas Swing Model,A+,91,23908.35,23897.04,23930.97,23897.04,11.309999999997672,False,2,50,23897.04,SL,-11.309999999997672,-565.5,09:35
