date,entry_time,direction,model,grade,score,entry,sl,tp,current_sl,risk_pts,breakeven_moved,bars_held,qty,exit_price,reason,pts,pnl,exit_time
2026-06-01,13:30,BUY,Turtle Soup Model (PDL),A+,89,23485.7,23472.5,23512.1,23472.5,13.200000000000728,False,3,50,23472.5,SL,-13.200000000000728,-660.0,13:45
2026-06-02,09:20,SELL,Judas Swing Model,A,81,23281.6,23295.99,23252.82,23295.99,14.390000000003056,False,1,50,23295.99,SL,-14.390000000003056,-719.5,09:25
2026-06-02,14:50,SELL,2022 Model,A,78,23469.1,23503.7,23399.9,23469.1,34.60000000000218,True,3,50,23469.1,BREAKEVEN,0.0,0.0,15:05
2026-06-03,09:20,BUY,Judas Swing Model,A+,86,23304.25,23279.65,23353.45,23279.65,24.599999999998545,False,1,50,23279.65,SL,-24.599999999998545,-1230.0,09:25
2026-06-03,09:55,BUY,Turtle Soup Model (PDL),A+,87,23252.65,23219.36,23319.23,23252.65,33.29000000000087,True,3,50,23252.65,BREAKEVEN,0.0,0.0,10:10
2026-06-04,09:35,SELL,Judas Swing Model,A+,86,23321.45,23372.46,23219.43,23372.46,51.0099999999984,False,2,50,23372.46,SL,-51.0099999999984,-2550.5,09:45
2026-06-05,09:20,BUY,Judas Swing Model,A+,86,23451.2,23435.11,23483.38,23451.2,16.090000000000146,True,2,50,23461.1,NEAR_TP,9.899999999997817,495.0,09:30
2026-06-08,09:20,SELL,Judas Swing Model,A+,88,23136.0,23152.18,23103.64,23152.18,16.18000000000029,False,1,50,23152.18,SL,-16.18000000000029,-809.0,09:25
2026-06-08,09:25,BUY,Turtle Soup Model (PWL),A+,87,23155.5,23118.52,23229.46,23155.5,36.97999999999956,True,8,50,23155.5,BREAKEVEN,0.0,0.0,10:05
2026-06-09,09:50,BUY,Judas Swing Model,A,76,23212.95,23175.9,23287.05,23175.9,37.04999999999927,False,2,50,23175.9,SL,-37.04999999999927,-1852.5,10:00
2026-06-09,10:20,BUY,Turtle Soup Model (PWL),A+,87,23158.15,23144.64,23185.17,23144.64,13.510000000002037,False,5,50,23144.64,SL,-13.510000000002037,-675.5,10:45
2026-06-10,09:30,SELL,Judas Swing Model,A,76,23349.9,23355.64,23338.42,23355.64,5.739999999997963,False,1,50,23338.42,TP,11.480000000003201,574.0,09:35
2026-06-10,14:40,SELL,Turtle Soup Model (PDH),A+,92,23261.6,23300.21,23184.38,23261.6,38.61000000000058,True,7,50,23208.25,SQUAREOFF,53.349999999998545,2667.5,15:15
